id,title,story
5044976,New Albury Hotel,"Whatever you are after from a hotel, you will find it at the New Albury Hotel - from a drink in the bar, a gourmet delight to the most comfortable night you have had away from home. This heritage hotel has four bars, a la carte restaurant, bistro and 34 hotel rooms. The perfect place from which to explore Albury."
5044977,Civic Railway Workshops,"The Civic Railway Workshops have been converted from derelict buildings into the centre of Newcastle's social life, now a vibrant mix of restaurants, cafes, culture and public space. Enjoy a drink at one of the casual bars while watching the sun set over the port and enjoy a twilight meal at one of the world-class restaurants. Your impression of Newcastle will never be the same again."
5044978,Convict Lumber Yard or Stockade Site,"The Convict Lumber Yard was one of Newcastle's first settlement sites, signifying the birth of the city and the coal industry. In recognition of the history of this site, it is now a park. Opposite the Great Western Hotel is an interpretation of the original Lumber Yard structures and signs outlining the development of the site. A fascinating insight into the beginnings of Australia."
5044985,Customs House (former),"Customs House is a converted landmark building from Sydney's earliest history. Now combining a library, exhibition spaces, a casual cafe and one of Sydney's best restaurants, it also houses a complete model of central Sydney set into the floor.  The aptly named Cafe Sydney captures everything that is Sydney - the great food and wine, spectacular views and unsurpassed hospitality. The food philosophy is fresh and authentic, making use of wood-fired grill, Indian tandoor and Asian woks. The menu focuses on seafood and seasonal produce.  Cafe Sydney will serve you a meal you will never forget in a location you will always want to return to."
5044989,Rouse Hill House and Farm,"This amazing Georgian house was used by six generations of the Rouse family since 1813. It is a complete record of an Australian family's country house with artefacts, furnishings, buildings, gardens and a costume collection. The house and outbuildings are very fragile and to protect them access to the estate is only by guided tour. These tours give you an opportunity to learn from knowledgeable guides about this historic  property. It is recommended that you book as tours are limited to 15 people."
5044997,Intercontinental Hotel former Treasury Building,"The recently refurbished Treasury Building has been incorporated into the InterContinental Hotel and is now one of the region's leading five star hotels. As you would expect from such an establishment, around the clock services include gym, business centre, valet, room service and concierge. The most stunning feature of the Hotel is the rooftop Club InterContinental Lounge. Glass doors open onto a timber deck, which affords a panorama from the Harbour Bridge to the Pacific. The ambiance ensures that, whether you are conducting business or having a relaxing holiday, you will be impressed. Given all this, plus three restaurants, you may never want to leave this spectacular hotel."
5045001,Railway Workshops (former),
5045002,Albury Railway Station and yard group,"You can enjoy the full experience of the Albury Railway Station by taking a Countrylink train from either Sydney or Melbourne. Make an entrance into historic Albury through the splendid railway station, which gives a vista over the town. The grandeur of the railway station reflects the importance of Albury in the transport of passengers and goods around colonial New South Wales."
5045008,Vaucluse House,"Vaucluse is a dream home - a gothic mansion, with large entertaining areas, set amongst ten hectares of delightful formal gardens and a private beach. Built by the Wentworth family in 1803, it displays their social aspirations and the lives of their convict and free servants.  Guided tours of Vaucluse are available for groups, although discovering this amazing house at your own speed is equally as satisfying. Tearooms on the grounds, serving lunch and decadent Devonshire tea, are a relaxing way to soak up the special atmosphere of this Sydney jewel."
5045010,Old Sugarmill,Think sugar was only made in Queensland? Think again. Right in the middle of suburban Sydney visit the site of the Australian Sugar Company's mill buildings and read the interpretive sign erected by Canterbury Council.
5045014,Union Bank of Australia (former),"Belgravia @ Union Bank is the exquisitely appointed cellar door for Belgravia Wines. The vineyards produce a range of fine cool-climate wines, including rose, chardonnay, semillon, merlot, shiraz, cabernet sauvignon and a late harvest desert wine. The wine bar was specifically designed for the enjoyment of fine food and wine. The menu is perfectly matched to Belgravia wines for a complete dining experience."
